"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"33607","na nossa casa","os paralamas do sucesso","mpb","quando anoiteceu
nenhuma luz na nossa casa se acendeu
aonde você estava 
aonde estava eu 
se tudo parecia nada  ainda assim
o nada era mais do que o que você deixou
no fim
quando aconteceu
quando algo em que a gente acreditava
se perdeu
por onde você andava 
por que não me socorreu 
não é o fim do mundo
é só o fim de tudo que fomos nós
sem flutuar e sem tocar o fundo
sempre sós ","mpb"
"33608","na pista","os paralamas do sucesso","mpb","é tão chato
o fato de não te ter
não tentar  não saber nada
ou quase nada de você
ainda sigo ativo e grito
digo   help   me ajuda aqui 
mesmo em meu sabor antigo
talvez eu possa te divertir
não fique a se isolar de mim
não me deixe assim tão só na pista
se ainda souber como dizer sim
reconstrua seus pontos de vista
sonho que você também se repita
e me sirva sem culpa
teu doce sabor 
que eu possa ser eu
sem te ver aflita
e seja você que insista
em ser meu amor","mpb"
"33609","músico","os paralamas do sucesso","mpb","ligue se o éden
som e maçã
serpentes eternas
sobem por nossas pernas
desatam presilhas
de estrelas e sóis
a milhões de milhas
dentro de nós
cadeia de gens
somos um trem  ô ô
um trem que tem que tem que tem
a ignição de ser pó
lem porque além disso dó
mina  insemina e se co o o ze em
semem  semem
semem  semem","mpb"
"33610","mobral","os paralamas do sucesso","mpb","do que adiantam 
placas  bulas  instruões   
do que adiantam 
letras impressas das canções   
do que adiantam 
gestos educados  convenções   
do que adiantam 
emendas   constituições
se o teto da escola caiu
se a parede da escola sumiu
sem dente o professor sorriu
calado recebeu dez mil
e depois assistiu na tevê
em cadeia para todo brasil
o projeto  a tal salvação
prestou atenção e no entanto não viu
a merenda  que é só o que atrai
a cadeia para qual o rico vai
despachantes  guichês  hospitais
e os letreiros de frente pra trás
aos olhos de quem
só aprendeu o bê á bá
pra tirar carteira de trabalho
e não entendeu zé ramalho cantar
vida de gado
povo marcado
povo feliz","mpb"
"33611","meu sonho","os paralamas do sucesso","mpb","pode ser que meu sonho seja assim
te dizer quase tudo que você é pra mim
o que quero  o que espero
sonho em te ver aqui
sem rodeio solto os freios
canto o amor por ti
se me calo  tenha claro
que é por refletir
nas minúcias das carícias
que eu sonho em sentir
ter teu gosto ver teu rosto
feliz a me pedir
mais carinho  mais promessas
que eu sonho em cumprir 
pode ser que meu sonho seja assim
te dizer quase tudo que você é pra mim
o que quero  o que espero
sonho em te ver aqui
sem rodeio solto os freios
canto o amor por ti
se me calo  tenha claro
que é por refletir
nas minúcias das carícias
que eu sonho em sentir
ter teu gosto ver teu rosto
feliz a me pedir
mais carinho  mais promessas
que eu sonho em cumprir 
pode ser que meu sonho seja assim
te dizer quase tudo que você é pra mim
o que quero  o que espero
sonho em te ver aqui
sem rodeio solto os freios
canto o amor por ti
se me calo  tenha claro
que é por refletir
nas minúcias das carícias
que eu sonho em sentir
ter teu gosto ver teu rosto
feliz a me pedir
mais carinho  mais promessas
que eu sonho em cumprir 
nas minúcias das carícias
que eu sonho em sentir
ter teu gosto ver teu rosto
feliz a me pedir
mais carinho  mais promessas
que eu sonho em cumprir ","mpb"
"33612","meu erro","os paralamas do sucesso","mpb","eu quis dizer
você não quis escutar
agora não peça
não me faça promessas
eu não quero te ver
nem quero acreditar
que vai ser diferente
que tudo mudou
você diz não saber
o que houve de errado
e o meu erro foi crer que estar ao seu lado  bastaria
ah meu deus era tudo o que eu queria
eu dizia o seu nome
não  me abandone
mesmo querendo eu não vou me enganar
eu conheço os seus passos
eu vejo os seus erros
não há nada de novo
ainda somos iguais
então não me chame
não olhe pra trás
você diz não saber
o que houve de errado
e o meu erro foi crer que estar ao seu lado  bastaria
ah meu deus era tudo o que eu queria
eu dizia o seu nome
não  me abandone jamais
mesmo querendo eu não vou me enganar
eu conheço os seus passos
eu vejo os seus erros
não há nada de novo
ainda somos iguais
então não me chame
não olhe pra trás
você diz não saber
o que houve de errado
e o meu erro foi crer que estar ao seu lado  bastaria
ah meu deus era tudo o que eu queria
eu dizia o seu nome
não  me abandone jamais
não  me abandone jamais
não  me abandone jamais
ooh  não me abandone jamais    ","mpb"
"33613","mensagem de amor","os paralamas do sucesso","mpb","os livros na estante
já não tem mais
tanta importância
do muito que eu li
do pouco que eu sei
nada me resta
a não ser
a vontade de te encontrar
e o motivo eu ja nem sei
nem que seja só para estar
ao teu lado só pra ler
no teu rosto
uma mensagem de amor
a noite eu me deito
então escuto
a mensagem no ar
tambores runfando
eu ja não tenho
nada pra te dar
a não ser
a vontade de te encontrar
e o motivo eu ja nem sei
nem que seja só para estar
ao teu lado só pra ler
no teu rosto
uma mensagem de amor
no céu estrelado
eu me perco
com os pés na terra
vagando entre os astros
nada me move
nem me faz parar
a não ser
a vontade de te encontrar
e o motivo eu ja nem sei
nem que seja só para estar
ao teu lado só pra ler
no teu rosto
uma mensagem de amor","mpb"
"33614","mormaço","os paralamas do sucesso","mpb","está lá ao deus dará
na costa da paraíba
na barcaça em propriá
na ferrugem dessa trilha
não circula nem o ar
no mormaço da miséria
quem luta pra respirar
sabe que essa briga é séria
dá um laço e lança o sal
passa ao largo em joão pessoa
tece a vida por um fio
desce ao rio e fica à toa
dentro ou distante do mar
num país tão continente
tanta história pra contar
nas quais se conta o que se sente
de onde foge  pr onde vai
nesta vertigem de cores
o que falta e o que é demais
quais seus mais ricos sabores
dá um laço e lança o sal
passa ao largo em joão pessoa
tece a vida por um fio
desce ao rio e fica à toa
está lá ao deus dará
na costa da paraíba
na barcaça em propriá
na ferrugem dessa trilha
não circula nem o ar
no mormaço da miséria
quem luta pra respirar
sabe que essa briga é séria
por ti tento acender
outra luz em nossa casa
lembro que sempre sonhei
viver de amor e palavra
dentro ou distante do mar
num país tão continente
tanta história pra contar
nas quais se conta o que se sente
de onde foge  pr onde vai
nesta vertigem de cores
o que falta e o que é demais
quais seus mais ricos sabores
dá um laço e lança o sal
passa ao largo em joão pessoa
tece a vida por um fio
desce ao rio e fica à toa","mpb"
"33615","menino e menina","os paralamas do sucesso","mpb","menino e menina
se conheceram
quase sem querer
não foi por obra do acaso
tinha mesmo que acontecer
eles se julgavam diferentes
como todos os amantes
imaginavam ser
e faziam tantos planos
que seus vinte e poucos anos
eram poucos pra tanto querer
ah  se eles soubessem
o que eles pensam saber   ","mpb"
"33616","mar deserto","paulinho moska","mpb","eu me vi entrar para o lado de fora
quando te vi chegar na hora d eu ir embora
tempestades de areia no meio do mar deserto
meus olhares distantes não querem
mais vê la por perto
cansei de dobrar e dar na mesma esquina
vou cair  até pousar lá em cima
eu grito pros surdos meu silêncio estridente
repetir  repetir   repetir  até ficar diferente
agora vou voltar  mas não é para trás
o seu amor é que não me satisfaz mais","mpb"
"33617","jeito é não ficar só","paulinho moska","mpb","alguma coisa acontece de repente
e muda tudo  nunca fica como está
qual a receita pro melhor ingrediente
quando o vazio já transborda sem parar 
a cada noite vou ficando transparente
e minha sombra não consegue me encontrar
como é que tudo acaba assim tão de repente 
não vejo mais o horizonte se dobrar
mas pra quê morrer hoje
se amanhã eu estarei melhor 
viver pra sempre ninguém pode
o jeito é não ficar só
o mundo está se transformando diferente
do que a gente costumava imaginar
o mal agora nos ataca pela frente
e pelas costas continua a provocar
nenhuma droga já me é suficiente
nenhum remédio é capaz de me curar
nenhum discurso me parece coerente
nenhum amor está disposto a me amar","mpb"
"33618","lágrimas de diamantes","paulinho moska","mpb","não se preocupe mais
com minha imperfeição
não se pergunte mais
porque me disse não
se eu não procuro agora
o que encontramos antes
é só porque a noite chora
lágrimas de diamantes
lágrimas de diamantes
à noite  lágrimas de diamantes
de dia lágrimas  à noite amantes
lágrimas de diamantes","mpb"
"33619","leais inimigos","paulinho moska","mpb","os inimigos dizem pela frente
o que os amigos falam pelas costas
o amigo rouba tua mulher
o inimigo come ela e te conta
o amigo não te paga as dívidas
o inimigo nem pede emprestado
o amigo te vende amizade
o inimigo te cobra mais caro
o amigo acende as velas do teu bolo de aniversário
o inimigo apagará as velas da sala do teu velório
e depois vai cuspir na sua cova
o amigo nem vai no seu enterro
porque esse amigo é simpático e falso
mas o inimigo será sempre o seu leal inimigo","mpb"
"33620","ímã","paulinho moska","mpb","acabo de pousar na sua janela
e mesmo sem você notar
estou aqui porque não consegui
me distrair por aí
afinal 
o que eu posso fazer
se não me lembro mais
o que era antes de te conhecer 
seu vidro embassado
não me deixa entrar no quarto
mas o silêncio grita que você não está
porque não conseguiu ficar sozinha aqui
afinal 
o que você pode fazer
se não se lembra mais
o que era antes de me conhecer 
tão distantes  enfim   
sem querer estar assim 
o fim da sua linha é o começo da minha
de qual lugar você trará um novo amor
que ao menos não me culpe
de te perder pra ninguém 
ou será que não há nada a fazer
se ninguém lembra mais
o que era antes de nos conhecer 
tão distantes  enfim   
sem querer estar assim ","mpb"
"33621","impacto","paulinho moska","mpb","eu pensei
que soubesse o que era sofrer
eu achei que sentir
era só deixar o barco correr
mas eis que a vida vem
e me obriga a perder
tudo que vivi
e não percebi em você
como ir e vir 
como não sentir 
quando vou sorrir enfim 
se ela não me encontrar
quem vai pintar as canções
que desenho em mim 
eu jurei
que buscava entender o amor
me julgava ser o seu
mais esperto construtor
agora o fundo do meu poço é sem fim
lá fora não há mais nenhum lugar pra mim
como ir e vir 
como não sentir 
quando vou sorrir enfim 
se ela não me encontrar
quem vai pintar as canções
que desenho em mim ","mpb"
"33622","falsa baiana","paulinho moska","mpb","baiana que entra no samba e só fica parada
não samba  não dança  não bole nem nada
não sabe deixar a mocidade louca
baiana e aquela que entra no samba de qualquer maneira
que mexe  remexe  da no nas cadeiras
deixando a moçada com água na boca
a falsa baiana quando entra no samba
ninguém se incomoda  ninguém bate palma
ninguém abre a roda  ninguém grita oba
salve a bahia  senhor
mas a gente gosta quando uma baiana
samba direitinho  de cima embaixo
revira os olhinhos dizendo
eu sou filha de são salvador","mpb"
"33623","esse inverno","paulinho moska","mpb","já amanheceu  é dia
será que foi você
ou se fui eu
que sem querer disse que queria
e aconteceu
já é inverno
e a gente nem sentiu
o vento soprar nossa harmonia
triste canção
canção que já nos conhecia
então te peço silêncio  prudência
eu sei
eu tropeço
licença
não sei gritar mas grito
não sei medir mas meço
esse inverno
esse dia","mpb"
"33624","jardim do silêncio","paulinho moska","mpb","um automóvel segue cego
pela estrada iluminada de sol
e o homem que está ao volante
nem olha pra trás   
aperta os olhos
solta a fumaça e pensa 
tudo se compõe  e se decompõe
tudo se compõe  e se decompõe
tudo se compõe  e se decompõe
tudo se compõe  e se decompõe
a velocidade que emociona
é a mesma que mata
o sorriso antigo agora
é lágrima barata
a vida não pede licença
e muito menos desculpa
o perdão é que possibilita
o nascimento da culpa
e assim
viajando pelo mundo sem fim
o silêncio planta seu jardim
esse automóvel surge surdo
pelo caminho abafado de som
e a mulher que escreve um poema
no banco de trás
aperta os olhos
solta a fumaça e pensa 
tudo se compõe  e se decompõe
tudo se compõe  e se decompõe
tudo se compõe  e se decompõe
tudo se compõe  e se decompõe
a velocidade que emociona
é a mesma que mata
o sorriso antigo agora
é lágrima barata
a vida não pede licença
e muito menos desculpa
o perdão é que possibilita
o nascimento da culpa
e assim
viajando pelo mundo sem fim
o silêncio planta seu jardim","mpb"
"33625","eu falso da minha vida o que eu quiser","paulinho moska","mpb","eu não chamo mais pelo meu nome
quando me procuro para conversar
minha cara se dissolve e some
sempre que começo a me habituar
não preciso carregar bagagem
durante as viagens que eu sei fazer
não serei o mesmo personagem
nesse teatro que você quer viver
pode me enganar  me confundir 
me atrapalhar 
me invadir  me explorar  me explodir
e me expulsar 
pode me trair  me abandonar 
me repartir  me desdobrar
e até fugir pra desistir e me matar 
sabe o que eu falso da minha vida 
eu falso da minha vida o que eu quiser 
nada pode ser definitivo 
quem vai garantir que nunca vai mudar 
você alcança seu objetivo
e não percebe que ele não está mais lá 
minha bomba silenciosa
está sempre pronta para estourar
sua onda de água lacrimosa
será a piscina que eu vou nadar 
sabe o que eu falso da minha vida 
eu falso da minha vida o que eu quiser ","mpb"
